"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE MANAGEMENT LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
185,Which of the following statements is true concerning the cleaning of electrical contacts?,Compressed air should be used to blow out metallic dust.,Magnetic brushes should be used to remove metallic dust.,The contact surfaces should be greased to increase contact  resistance.,Delicate parts should be cleaned with a brush and an approved safety solvent.,D
186,Which of the following statements represents the FIRST precaution to be taken prior to working on any installed electrical component?,Wear rubber gloves and boots.,Use only approved nonconducting tools.,Ground the case of the machine before beginning any repairs.,Open the supply circuits and tag the switches.,D
187,Which of the listed pairs of materials make the best insulators?,dry air and a vacuum,tin and lead,doped silicon and germanium,paper and oil,D
188,Which of the listed sections of an emergency switchboard is used to supply power for alarm signals under emergency conditions?,The generator and bus transfer section,"The 450 volt, 60 cycle, 3 phase bus","The 120 volt, 3 phase, 60 cycle bus",The 24 volt DC bus,D
189,Which of the meters listed should only be used after a circuit has been electrically de-energized?,Wattmeter,Frequency meter,Ammeter,Ohmmeter,D
190,Which of the methods listed is used to start a AC generator turning?,Residual magnetism remaining in the field poles.,Residual magnetism remaining in the field coils.,Residual magnetism remaining in the armature.,Rotation by a mechanical prime mover.,D
191,Which of the procedures listed could result in damaging a transistor beyond repair?,Applying incorrect polarity to the collector circuit.,Applying excessive voltage to the input circuit.,Careless soldering which would overheat the transistor.,All of the above.,D
192,Which of the substances listed can be used to shield sensitive equipment from static magnetic fields?,Glass,Mica,Bakelite,Permeable iron,D
193,Which of the valve listed is NOT considered to be a hydraulic system directional control valve?,Spring-centered valve,Unloading valve,Three-position valve,Two-position valve,D
194,Which procedure should be used to determine the load on a three-phase connected AC generator?,multiply the amperage in one phase by 3,divide the total amperage in one phase by 3,multiply the ampere in all phases by the square root of 3,divide the total amperage in all phases by the square root of 3,D
195,"While paralleling two (2) AC generators using synchronizing lamps only, both lamps will go dark when the generators are __________.",running at the same speed,grounded,of the same polarity,in phase,D
196,"You are attempting to parallel two AC generators, and the synchroscope pointers are revolving fast in the clockwise direction. It means that the incoming AC generator frequency is ___________.", higher than the frequency, lower than the bus frequency, same as the bus frequency, much higher than the bus frequency,D
197,An across-the-line starter is typically used for which of the following applications?,Reduced-current starting of large motors,Low torque starting of small motors,Low resistance starting of DC motors,Full-voltage starting of motors,D
198,An alternator switchboard has a synchroscope and a synchronizing lamps. If the synchroscope is broken what step is essential before an alternator can be parallel with the bus?, The breaker should be closed when both synchronizing lamps are bright, The breaker should be closed when one synchronizing  lamp is darker and the other is bright, A portable phase sequence indicator must be used to verify the information from  the lamps, The frequency meter should be used to determine that the incoming alternator frequency is slightly higher than the bus,D
199,An alternator will fail to develop its rated voltage if_______________.,it is not up to frequency,there is no excitation,the governor is malfunction,all of the given answers,D
200,"An electric circuit connected in a series with R1=4ohms, R2=3ohms, R3=4ohms, compute the total voltage of the current having 15 amperes?", 110 volts, 420 volts, 380 volts, 240 volts,D
201,An electric generator in which the magnetic flux is provided by one more permanent magnets _________., magnetic flux generator, flux generator, permanent magnet generator, magneto-electric generator,D
