FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
167,The Certificate of Inspection for your vessel was issued in January.  In March of the same year you need to replace a cooling water pump for the refrigeration system.  What action would be appropriate?,"Inform the nearest Officer in Charge, Marine Inspection of the pump replacement.",Defer informing the Coast Guard of the pump's replacement until the mid-period inspection.,Inform the Coast Guard if the replacement will involve welding or burning.,"Replace the pump, as the Coast Guard need not be informed of the pump replacement.",D
168,The concentration of total dissolved solids in the water in a boiler could increase as a result of _________.,priming and carry-over,zero water hardness,dissolved oxygen deaeration,infrequent bottom blows,D
169,The depth of fuel oil in a double bottom tank is measured through the  __________.,vent line,depth gage,manhole cover,sounding tube,D
170,The designation '1/4-20' describes __________.,cutting torch tips size,pipe thread die size,steel plate thickness,machine bolt size and threads per inch,D
171,"The distance covered by a ship on four successive days were 320, 300, 310 and 330 nautical miles respectively. Find the average days run.",5040 naut. Miles,2520 naut. Miles,1260 naut. Miles,315 naut. Miles,D
172,The efficiency and output capacity of a low pressure distilling plant will be reduced if the last effect shell ______________________,pressure does not fluctuate rapidly,pressure remains steady and unchanged ,brine density does not exceed 1.5/32,brine density is too low,D
173,The existence of liquids in partially full tanks or compartments of a VESSEL causes a virtual rise in the height  of the __________.,metacenter,center of buoyancy,center of flotation,center of gravity,D
174,The following test measures hardness by the penetration into metal?,Brinell,Charpy,Brinell and Charpy,Brinell and Rockwell,D
175,The handle of a butterfly valve must be __________.,parallel to the axis of flow when the valve is closed,forty-five degrees to the axis of flow when the valve is fully open,either at 0° or 90° but never at any other angle regardless of flow rate,parallel to the flow when in the fully open position,D
176,The heat of compression is partially removed from compressed air by __________.,intercoolers,aftercoolers,compressor water jackets,all of the above,D
177,The high pressure cutout switch will stop the refrigeration centrifugal compressor when there is __________.,a stoppage of condenser cooling water flow,fouled condenser tubes,excessive air in the system,all of the above,D
178,The hydraulic oil both of the servomotor and of other equipment deteriorates over times so it is not advisable to used it without checking for:,two years,six months,one year,three months,D
179,The International Oil Pollution Prevention Certificate on a VESSEL is valid for a period of __________.,one year from the date of issue,two years from the date of issue,three years from the date of issue,four years from the date of issue,D
180,The level of the contaminated drain inspection tank continually decreases when steam is admitted to a fuel oil  double bottom tank.  You can expect __________.,a plugged heating coil,higher than normal return temperatures,a leaking makeup feed regulator,a perforated heating coil,D
181,The lowest temperature at which the vapors of a flammable liquid will ignite and cause self-sustained combustion in the presence of a spark or flame is the __________.,autoignition temperature,vaporization temperature,flash point,fire point,D
182,The major cause of problems occurring with fuel injection equipment is __________.,incorrect replacement of barrels and plungers of jerk pumps,overheating of the nozzle orifices,cracked pump housings,dirt in the fuel,D
183,The most important physical property of an engine oil affection engine oil performance.,specific gravity,flash point,pour point,viscosity,D
184,"The most practical way of detecting an overload in one cylinder of an operating large, low-speed, main propulsion  diesel engine is to __________.",check the cylinder exhausts for black smoke,listen for combustion knock in that cylinder,isolate each cylinder and inspect the injector,check the cylinder exhaust temperature frequently,D
185,"The nameplate of a reciprocating pump lists the following dimensions: ""7 X 6 X 4"".  The diameter of the liquid cylinder is __________.",4 inches,7 inches,6 X 4 inches,6 inches,D
186,The oil observed in the sight glass of an operating refrigeration compressor appears to be brownish in color. This is indicative of __________.,carbonization caused by air in the system,bearing wear or piston scoring,head gasket breakdown,copper plating caused by moisture in the system,D
187,The presence of bubbles in a refrigeration system liquid line may __________.,promote refrigerant dehydration,be absorbed in the receiver,cause low condensing pressure,carry moisture and lead to corrosion,D
188,The presence of scale and dirt on the saltwater side of a lube oil cooler is usually indicated by __________.,clogged lube oil strainers,seawater leaking into the lube oil system,decreasing lube oil pressure,gradually increasing lube oil temperature,D
189,The pressure in a high pressure refrigeration system about  to be opened for repair should be __________.,1 to 2 psig,4 to 7 psig,11 to 12 psig,0  psia,D
190,The principal hazard to personnel when a diesel nozzle tester is in use is,electric shock,toxic fumes,explosion,blood poisoning,D
191,The procedure for combating a fire in the uptakes is to _____.,Use steam-operated soot blowers,"Shut down boiler, eject steam through burner","Shut down boiler, use water","Shut down boiler, open uptakes access door and hard portable CO2 extinguisher",D
192,"The propeller material that will not require stress relief, treatment after minor repairs, straigthening of the tips or the thinning of the blade edges is",manganese bronze,nickel manganese,manganese nickel aluminum bronze,nickel aluminum bronze,D
193,The proper treatment for shock is:,raise the head,give th victim warm liquid,keep the boy cool,raise the feet,D
