FUNTION 4: CONTROLLING OF OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
181,"On U.S. inspected ships, oily water separating equipment, bilge alarms, and bilge monitors must be approved under:",33 CFR 151,18 CFR 201,46 CFR 41,46 CFR 162,D
182,One disadvantage of using regular dry chemical ( sodium bicarbonate ) in fire fighting is that.,Controlling ,Planning ,Leading  ,Coordinating,D
183,One of the limitations of foam as a fire extinguishing agent is that foam _____.,cannot be made with salt water,is heavier than oil and sinks below it surface,is corrosive and hazard to fire fighters,conducts electricity,D
184,Plastic garbage bags containing comminuted paper and rags may only be discharged:,3 miles from land,12 miles from land,25 miles from land,Ashore,D
185,"Process of handing and taking over a watch between the outgoing and incoming Bridge Watch-keeping Officers should include the following, except:",Check error on compass and that it is being applied correctly ,Verify the speed and draught of the ship. Ensure present draft is prominently displayed on the draft board ,"Observe prevailing weather and sea condition, visibility, sea-state, tides and their effect on present course ",Understand the maintenance status of all navigation equipment ,D
186,Required Skills and Knowledge when using the remote control system for power plants on-board include which statement?,"Typical characteristics of propulsion machinery and control systems for vessels of 150 gross tonnage or more, including operational limits, fuel consumption, stopping distances , etc.",Product between the vessel's speed and fuel consumption would result in meaningful economical RPM and its application,Procedures and precautions for bunkering operations only when requested by bunker supplier and captain of the port,Dangers associated with shipboard electrical plants and related hazard prevention strategies,D
187,Severe exposure to chlorine gas can be fatal. Chlorine gas is primarily a:,blood poisoning agent,skin burning agent,nerve paralyzing irritant,respiratory irritant,D
188,SOLAS requires a lifesaving training manual be provided in each crew cabin or in the:,engineering control station,fire control room,bridge,recreation and messrooms,D
189,"Some managers think the average person likes work, willingly assumes responsibility, and is trustworthy. What type of leadership style is such a manager likely?",Transactional leadership style,"Structured, autocratic leadership style","Hierarchical, dictatorial leadership style","Supportive, participative  leadership  style",D
190,Steel-toed safety shoes are recommended for many types of work. What type of work activity would be an exception to the rule and where steel-toed shoes would NOT be recommended? ,Welding fabrications work,Rigging and hoisting work,Machine shop work,Electrical maintenance work,D
191,Strengthening damaged bulkheads by using wood or steel is called:,bracing,blocking,battening,shoring,D
192,Survival craft required on a steel small passenger vessel operating in cold water must __________.,be only inflatable liferafts,"international orange in color only for vessels in lakes, bays and sounds service",have sufficient capacity for at least 50% of all persons on board for vessels in ocean service,have sufficient capacity for all persons on board the vessel in ocean service.,D
193,The abbreviation ‘GM’ is used to represent the:,height of the metacenter,righting arm,righting moment,metacentric height,D
194,"The angle to which a floating vessel, with a negative initial metacentric height, lies while at rest in still water is the angle of:",trim,yaw,heel,loll,D
195,The classification of corrosive materials is:,Class 7,CLASS 6,Class 4.`1,Class 8,D
196,The following are the basic skills that manager display EXCEPT:,conceptual,technical,human,planning,D
197,The high-velocity fog tip used with the all-purpose fire fighting nozzle should always be __________. ,stored in the clip at each fire station,coated with heavy grease to prevent corrosion,painted red for identity as emergency equipment,attached by a chain,D
198,"The hours of rest may be divided into two periods, one period of which shall not be less than:",5 hours,7 hours,8 hours,6 hours,D
199,The ISM Code consists of how many requirements or elements?,15,14,13,12,D
200,The key to rescuing a man overboard is:,good equipment,good communication,a dedicated crew,well-conducted drills,D
201,The lethal concentration of hydrogen sulfide that will result in death with short-term exposure is a minimum of:,100 ppm,200 ppm,400 ppm,700 ppm,D
202,The most effective method in the use of a CO2 fire extinguisher is for the discharge to be directed at the:,middle of a fire,top and sides of a fire,base or nearest edge of a fire,highest flames of a fire,D
203,The most likely location for a liquid cargo fire to occur on a tanker would be in/at __________.,midships house,main deck manifold,vent header,pumproom,D
204,The Oil Record Book must be maintained onboard the vessel for __________. ,6 months and then submitted to the nearest Marine safety Office for review,the duration of the ship's active employment,an annual inspection,not less than 3 years and be readily available for inspection,D
205,The oil transfer procedures aboard a tanker transferring oil are NOT required to contain:,special procedures for topping off tanks,a line diagram of the vessel s oil transfer piping,a description of the deck discharge containment system,the name of each person designated as the person in charge of transfer,D
206,The painter on a rigid liferaft must have a length sufficient to reach the highest waterline plus an additional:,5 meters (16 feet),10 meters (31 feet),15 meters (50 feet),20 meters (66 feet),D
