FUNCTION 1: MARINE ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
163,"Operating a diesel engine for prolonged periods, with a  closed freshwater cooling system, at temperatures lower than the normal design temperature can cause                            .",the formation of sulfuric acid,a decrease in lube oil viscosity,a decrease in cooling water pH,a thermostat failure,A
164,Operating a diesel engine under light loads and at low temperatures for an extended period can result in __________.,formation of carbon on the intake and exhaust ports,high water jacket temperatures,overheated pistons and cylinders,an increase in lube oil viscosity due to fuel dilution,A
165,Oxygen corrosion in auxiliary boilers is prevented by  treating the boiler feed tank with either sodium                            .,sulfite or hydrazine,sulfite or hygroscopic sulfite,bromide or hydrazine,bromide or hygroscopic sulfite,A
166,Primary reason for use of compressor in a vapor compression system:,to compress refrigerant gas,to save the expanded liquid so that it can be reused many times,raise the temperature of the gas,as principal part of the system,A
167,Proper lubrication of the main bearings is more easily  obtained in a single acting four-stroke/cycle diesel engine than in a single acting two-stroke/cycle diesel engine  because                          .,bearing pressure in a four-stroke/cycle single acting diesel engine is continually reversed,bearing pressure in a two stroke/cycle single acting diesel engine is continually reversed,the maximum bearing pressure is higher in a single acting two- stroke/cycle diesel engine,two-stroke/cycle diesel engines require more complicated lubrication piping,A
168,Rapidly discharging condensate into the DC heater during normal steaming conditions could cause __________.,decrease in auxiliary exhaust pressure,decrease in dissolved oxygen in the feedwater,water hammer in the economizer,increase in auxiliary exhaust pressure,A
169,Sacrificial zinc anodes are used on the saltwater side of diesel engine heat exchangers to                            .,reduce electrolytic action on heat exchanger metals,keep heat transfer surfaces shiny and clean,prevent rapid accumulation of marine growth,provide a protective coating on heat exchanger surfaces,A
170,"Scavenging in a four-stroke/cycle diesel engine occurs  during the
                              .","last part of the exhaust stroke, and the first part of the intake stroke",last part of the intake stroke only,early part of the injection stroke only,early part of the power stroke,A
171,Temperature thermometers of a diesel engine can be found on,lube oil outlet and lube oil sump tank,cooling water inlet and outlet,cooling water outlet to each individual cylinder,turbo-charger cooling water inlet and outlet,A
172,The accumulator shown in the illustration can be charged by the  _________.,hand pump,cranking motor,reservoir pump,starter control valve,A
173,"The auxiliary boiler feedwater level control shown in the illustration, utilizes                  .",two position differential gap action,proportional action,proportional plus reset action,proportional plus reset plus rate action,A
174,The basic type of reversing air starting system that can be used only on two stroke ported direct propulsion marine engines is the,reversing latch,reversing latch,sliding camshaft,distributor type,A
175,The boiler water gage glasses should be blown down  __________.,when you are in doubt about the water level,twice each day on the midnight and afternoon watches,every 12 hours of steady boiler steaming operation,when the boiler water level changes in a steaming boiler,A
176,"The burning of fuel oil in a diesel engine having a high sodium content, will cause__________.",corrosion and grooving of exhaust valves,corrosion and gumming of the fuel injection pump,salt deposits in the exhaust manifold,slag deposits in the fuel injection equipment,A
177,The cetane rating of diesel fuel is an indication of the ___________.,ignition quality of the fuel,calorific value of the fuel,flash point of the fuel,rate of fuel consumption,A
178,"The color of the exhaust from a diesel engine should be
                         .",clear,hazy light brown,hazy light blue,hazy light grey,A
179,The concentration of dissolved solids in the boiler water of an auxiliary boiler could increase as a result of                         .,phosphate treatment,zero water hardness,dissolved oxygen deaeration,frequent bottom blows,A
180,The concentration of total dissolved solids in the water of an auxiliary boiler can increase as a result of                        .,seawater contamination,frequent surface blows,dissolved oxygen deaeration,frequent bottom blows,A
181,The concentration of total dissolved solids in the water of an auxiliary boiler can increase as a result of                      .,seawater contamination,frequent surface blows,dissolved oxygen deaeration,frequent bottom blows,A
