FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
154,Separation is a term used in oil purification which refers to the separation of _______,two liquids from each other,fuel oil from lube oil,acid containers from oil,oil from its additives,A
155,"Some medium and high speed diesel engines need reduction gears to supply a useful propeller speed. In most reduction gears, the bulk gear _______________.",is connected to the propeller shaft,is driven to a highest RPM,must churn the oil in the pump,compensate for alignment variations between the engine and pinion gear,A
156,Specific heat of water  is:,1,10oF,100oC,212oF,A
157,The appropriate percentage of basing on the original diameter in renewing the liner of a larg emain propulsion diesel engine onboard for a safe & economical maintenance system is:,0.6,0.7,0.8,0.9,A
158,The assessment of a trainee's practical demonstration of skills should be conducted __________.,within the normal routine of vessel's operation,"at any time of the day, particularly outside normal operations","only when the trainee first arrives on board, and preferably within the first few days",within the last six hours that the trainee will be on board the vessel,A
159,"The capacity of a fuel oil transfer pump is 100 gpm.  If a fuel oil setting tank measures 6 feet by 6 feet by 12 feet high, how long must the pump run to fill the tank to 11 feet, if the tank presently holds 2 feet of fuel?",24 minutes,28 minutes,32 minutes,36 minutes,A
160,The color of the oil observed in the sight glass of an operating refrigeration compressor experiencing bearing wear or piston scoring would appear __________.,gray or metallic,black,"clear, because the heavier particles would gravitate to the bottom of the sump",as a light blue-green,A
161,The date of each fire and boat drill conducted on a VESSEL must be recorded __________.,in the official logbook,in the Operations Manual,on the Certificate of Inspection,"on the Muster List (""Station Bill"")",A
162,The delivery rate of an axial piston hydraulic pump is controlled by varying the position of the __________.,tilting box,slide block,pintle,reaction ring,A
163,The dew point is reached when the wet bulb temperature is __________.,equal to the dry bulb temperature,twice the dry bulb temperature,100°F less than the dry bulb temperature,50°F above the dry bulb temperature,A
164,"The equation ""energy out"" is a simple way stating the principle of the ",conservation of energy,conservation of matter,conversion of matter to energy,conversion of energy to mater,A
165,The first step in the treatment of tool steel is ____.,Hardening ,Normalizing,Tempering,Annealing,A
166,The flash point of a liquid refers to the temperature __________.,at which a liquid will give off inflammable vapors,at which a liquid will burn steadily,at which a liquid will explode,that a liquid must reach before it will flow readily,A
167,The following are the properties of greases except:,have a good resistance to water,ensure a long and continues lubrication,lessen the friction and overheating of bearings,eliminates the possibilities of dripping,A
168,"The function of an unloader on a two-cylinder, two-stage medium pressure, air compressor is to __________.",remove all but the friction load on the compressor motor when starting,prevent water accumulation in air lines,reduce motor starting voltage,vary compressor speed,A
169,The internal force of a material; which leads to resist deformation when subjected to external forces is known as,Stress,Strain,Shear strength,Tensile strength,A
170,The lube oil additives that will increase the total base number (TBN) is :,disperant,detergent,corrosion inhibitor,anti-oxidant,A
171,The main purpose refractory and insulation installed in the furnace of an auxiliary boiler is to                                 .,protect the inner casing and reduced heat loss,prevent slag communication on the corbels,direct force draft air into the space between the inner and outer castings to maintain a pressure seal,prevent flame impingement in the generating tube bank,A
172,The most effective way of preserving and preventing the formation of rust on newly delivered small spare parts onboard is by .,greasing ,covering ,painting ,wrapping ,A
173,"The Muster List (""Station Bill"") of a VESSEL must be signed by the __________.",person-in-charge,Coast Guard marine inspection officer,company safety director,entire crew,A
174,The one in charge of the provisions onboard complained that the vegetables were rotten due to the right temp. was not maintained. What is the right temp. in celcius to be maintained in the vegetables room so that it will be preserved well?,5,1,-1,-5,A
175,The penetration of watertight bulkheads and watertight decks by rigid nonmetallic piping is prohibited except when __________.,"using an acceptable metallic fitting, welded or otherwise is attached to the bulkhead or deck by an acceptable method",the rigid nonmetallic plastic pipe is at least of schedule  160 and a metallic shut off valve is provided adjacent to the through deck or bulkhead fitting,metallic shut off valves are welded to nonmetallic hull materials,two non-remotely operated metallic valves are installed on  either side of the deck or bulkhead regardless of accessability,A
176,The piston displacement rate of a reciprocating air compressor can be modified by changing the __________.,piston speed,compressor capacity,volumetric efficiency,total pressure,A
177,The precision instrument in measuring the axial clearance of the turbo charge is a ____________.,Dial gauge,Feeler Gauge,Tachometer,Micrometer,A
178,The present theory of lubrication is based on the assumption that:,a physiocochemical union exists between a metal and a lubricant,a molecule of the lubricant enters into a surface molecule of the metal,a magnetic adhesive attraction exists between lubricant molecules and metal molecules,the surface tension of the lubricant cannot be ruptured by metal pressure,A
179,The pressure in an operating diesel engine cylinder continues to rise for a short period after the piston passes top dead center as a result of the __________.,expansion during the combustion process,exhaust and intake valves just closing,maximum compression pressure is just being attained,fuel injection cutoff,A
180,The primary danger in helicopter fires occurring on a VESSEL  is __________.,burning jet fuel running into the quarters or other areas,loss of the mooring system,rotating and flying debris,heat damage to helicopter structure,A
181,The principal purpose of subcooling liquid refrigerant prior to its entering the expansion valve is to __________.,increase the refrigerating effect by decreasing the amount  of flash gas,allow the refrigerant to enter the throttling device in a saturated condition,increase the refrigerating effect by increasing the amount  of flash gas,minimize the temperature drop of the liquid as it passes through the solenoid valve to the outlet side,A
