FUNCTION 4: CONTROLLING THE OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
175,"As stipulated in the amended SOLAS '74, the capacity of required portable fire extinguishers shall not be more than:",13.5 liters ,14.5 liters ,5.13 liters,5.14 liters,A
176,"At the lifeboat station, the following shall be done EXCEPT:",help facilitate the immediate lowering of the life lifeboat,lifeboat is not entered while still craddled unless to carry preparations,do not enter lifeboat without orders,enter the lifeboat when ordered by the lifeboat commander,A
177,At what body temperature can be dangerous to the survival of a patient and which needs careful management and nursing,over 40 degree C,39 to 40 degree C,38 to 39 degree C,37 to 38 degree C,A
178,At which time shall required fixed fire-detection and fire-alarm systems with manual operated call points be in operation? (SOLAS II-2/13.1.1),Capable  of immediate operation at all times,At all times during navigation,Always at nighttime,At sea and in ports when there are qualified officers on duty,A
179,B Class divisions in ships are constructed so that they are capable of preventing the passage of smoke and flame to the end of a standard fire test held for how many minutes?,30 minutes.,15 minutes,45 minutes.,60 minutes.,A
180,Ballast water shall NOT be carried in any fuel tank in new oil tankers of ___________ or more.,150 GRT,400 GRT,250 GRT,500 GRT,A
181,"Based on PMMRR '97, how many ship's categories are there?",3,4,5,6,A
182,Basically onboard training programs must be conducted:,while the ship is at sea on a particular voyage,by the shore staff,by the staff and owner,while the ship is on dry dock,A
183,"Before CPR is started on the victim, you should  __________.",establish an open airway,treat any bleeding wounds,insure the victim is conscious,make the victim comfortable,A
184,"Before personnel are lifted from a vessel in a personnel basket, the vessel should be:",directly under the boom,moving away from the boom,stopped dead in the water,tied to the boom,A
185,"Before releasing CO2 into the machinery space, the alarm for a fixed CO2 fire extinguishing system must sound for at least __________.",20 seconds,30 seconds,40 seconds,60 seconds,A
186,"Before starting any diesel or gasoline engine, which of the following must be checked?",Oil level,Flow of cooling water,Exhaust discharge,All of the choices,A
187,"Before the seas get rough, it is a good safety practice to __________.",make a visual inspection of all engine spaces and secure loose gear,move quickly about the ship,increase all engine space lighting,shutdown auxiliary equipment,A
188,"Before training is to be planned for, it is necessary to conduct a training needs analysis. What would be the best source of information to analyze before providing fire emergency skills training?",Direct observation and reviewing critiques of the execution of shipboard fire and emergency drills performed by the existing crew.,Reviewing marine casualty and damage reports attributed to fires that have occurred on the vessel in the past.,Analyzing insurance premium costs relevant to fires that have occurred on the vessel in the past.,Analyzing statistical data collected relevant to fires that have occurred on the vessel in the past.,A
189,"Besides heat, fuel, and oxygen, which of the following is necessary for a fire to exist?",Chain reaction,Thermal action,Chemical occlusion,Pyrotechnical reaction,A
190,Body part that provides the force necessary to adopt a posture or make a movement is the:,muscles ,ligament,joints,skin                                       ,A
191,Bonding cables are used to reduce the possibility of accidental spark discharge when __________.,transferring flammable liquids to or from a vessel,transferring dry mud to or from a vessel,transferring fuel oil from storage to day tanks,securing drill pipe on deck,A
192,Breathing apparatuses is an important piece of equipment for being able to fight a fire onboard a vessel.  What routine precautions to be observed with regard to use and maintenance of such equipment?,All the mentioned alternatives.,"That the equipment always to be kept cleaned,checked and bottles are recharged immediately upon use, and frequently inspected. ","That personnel that are appointed as smoke divers, primarily are given a shore based proper basic education and training.",That personnel having a beard are not selected as smoke divers.,A
193,Buoyant smoke signal shall emit smoke of a highly visible color at a uniform  rate for a period of not less than ___________ when floating in calm water.,3 minutes                    ,5 minutes               ,8 minutes               ,10 minutes               ,A
194,C class (fire) divisions shall meet one of the listed requirements: (SOLAS II-2/3.5),Constructed of non-combustible material,Constructed by steel or equivalent material,Constructed of low flame spread material,Constructed of ignition resistant material,A
195,Chemical burns are caused by the skin coming in contact with __________.,acids or alkalis',diesel oil,"acids, but not alkalis","alkalies, but not acids",A
196,Chemical foam is most suitable for use on a fire involving  __________.,oil,burning insulation,hot bulkheads,electrical machinery,A
197,Class C fire would most likely arise in the:,main switchboard,paint locker,rag bin,none of the above,A
198,CO2 system extinguishes a fire in a protected space by ______.,depriving the fire of oxygen,cooling down the fire,reacting chemically with the fire,cooling down bulkheads,A
199,Combustible gas indicators operate by drawing an air sample into the instrument:,over an electrically heated platinum filament,where it is mixed with nitrogen,where it is ignited by a sparking device,where its specific gravity is measured,A
200,"Comminuted or ground garbage which will be discharged into the sea, must be able to pass through a screen with a mesh size no larger than __________.",25 millimeters,50 millimeters,75 millimeters,100 millimeters,A
201,"Concerning the use of a stabilogauge, which of the following cannot be found?",Deadweight,Trim,Mean draft,Displacement,A
202,Corresponding approximately to the angle of deck edge immersion.,Angle of maximum stability,Angle of maximum list,Angle of dangerous roll,Angle of dangerous list,A
203,Drinking salt water will:,promote urine excretion,prevent seasickness,protect against heat cramps,be safe if mixed with fresh water,A
204,"Due to exposure to heat fatigue, heat stroke and dehydration, what is the  maximum recommended effective temperature  for full  work load in enclosed space?       ",30.5°C ,27.5°C ,35.0°C ,29.0°C ,A
