"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
193,What is the unit of the power that is being used in moving electrons from point to another.,Green,Amperes,Volts,Ohms,A
194,What is this electrical part that can be installed across the motor terminals to improve the power factor.,Capacitor,Conductor,Resistor,Rheostat,A
195,What is to be known to an open electric circuit if we use the instrument called meager tester?,Insulation efficiency,Resistance of wire,Maximum load,Current flaw,A
196,What kind of alternator having all the armature conductors connected in series as one winding across which an output voltage is generated?,Single-phase,Double-phase,Three-phase,Multi-phase,A
197,What kind of circuit protection device where the trip mechanism is actuated by a small armature when an excessive current is sensed in the circuit?,Magnetic Breaker,Thermal Breaker,Safety fuse,Voltage regulator,A
198,What kind of conduit is used because of its characteristics of easy installation and does not rust?,Polyvinyl chloride,Galvanized pipe,Rigid aluminum,Metallic tubes,A
199,What kind of motor starter that reduce current and starting tarque in the same proportion?,Auto transformer starter,Magnetic line strater,Solid state starter,Reduced voltage starter,A
200,What kind of overload relay that is being actuated by an electromagnetic coil?, Magnetic,Thermal,Current,Voltage,A
201,"What law in electricity which states that if the rate of flux changed is increased, the magnitude of the induced electromotive force will also increase?",Faraday's law,Thumb's law,Ohm's law,Kirchoff's law,A
202,What occurs during the charging of lead-acid storage battery?,the specific gravity of the acid raises,both plates change chemically to lead sulfate,the specific gravity of the acid lowers,hydrogen gas is absorbed ,A
203,What principle of electricity when a solid material gives off light when conducting current.,Electroluminescence,Phosphorescence,Flourecence,Electricence,A
204,"What will be the RPM of a single phase, two pole alternator that generates a 60 Hz output?",360,600,720,900,A
205,What will happen first to a person who met an accident of a strong electric shock?,Body burns,Broken bones,Blood poisoning,Mental Stress,A
206,What will you do first when using a megohmeter to determine which shunt field coil is grounded in a DC machine?,Disconnected each shunt field coil before testing,Remove all main line lead connection before testing,Insulate the field frame from the ship's hull,Use a motor driven high capacity megohmeter ,A
207,When electrical cables pass through watertihght bulkheads.,a watertight stuffing capable of taking packing should be employed,they must be bent to a radius of six diameters,they should be secured by a clamp,they should be grounded on either side of the bulkhead,A
208,"When measuring AC current flow, you must always connect the meter __________.",in series with the power source and load,in parallel with the power source and load,insuring correct polarity,using the lowest range possible to prevent instrument damage,A
209,"When mixing electrolyte, which of the following precautions should always be observed?",Add the acid to the water.,Use a heavy duty aluminum pail.,Add the water to the acid.,Mix the solution outdoors.,A
210,"When paralleling two alternators using three synchronizing  lamps, the flickering of all three lamps becomes progressively slower and slower.  This means the __________.",pointer does not travel the correct distance as test weight is added,frequency of the incoming alternator is less than that of the bus,phase rotation of the incoming alternators is opposite to that of the bus,terminal voltage of the incoming alternator is approaching  that of the bus,A
211,When 'reset' action is added to proportional action __________.,the proportional action opposes the reset action during decreasing error transients,the proportional action opposes the reset action during increasing error transients,the proportional action assists the reset action during decreasing error transients,the proportional action and the reset action are completely independent of one another in the controller operation,A
212,"When the electrolyte level of a lead-acid storage battery has decreased due to normal evaporation, the level should be reestablished by adding __________.",distilled water only,sulfuric acid only,a weak solution of sulfuric acid and distilled water,a strong solution of sulfuric acid and distilled water,A
