FUNCTION 2: CARGO HANDLING AND STOWAGE AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
150,"The cargo of liquefied gases is carried in ___________________, which provide containment for the liquid and rely on the structural support from the adjacent ship structure.",dependent tanks,refrigerated tanks,insulated tanks,membrane tanks,D
151,The cathodic protection of ballast and cargo/ballast tanks is only ever of the sacrificial anode type using _______ anodes.,Aluminum,Magnesium,Zinc,All of the choices,D
152,The coamings of ventilators are to have a minumum height above the weather deck at _______________,800 mm,900 mm which must be specially stayed,1000 mm in Position 1 and 1200 mm in Position 2,900 mm in Position 1 and 760 mm in Position 2,D
153,The device used for preventing the passage of flames into enclosed spaces is called a __________. ,flame relief valve,flame stopper,safety valve,flame arrester,D
154,The difference between the weight ordinate and the buoyancy ordinate of each section throughout of the ship.,buoyancy curve,bonjean curve,wave curve,load curve,D
155,The disadvantage(s) of using chain lashing on heavy vehicles aboard Ro-Ro vessels is that _______.,it is heavy,the links lose strength if placed over corners,it does not absorb shock,All of the above,D
156,The disadvantage(s) of using web lashing on light vehicles aboard Ro-Ro vessels is that _______.,deteriorates in sunlight,cuts on sharp edges,is vulnerable to damage and pilferage,All of the above,D
157,"The displacement of a box-shaped vessel is 1,028 tons. Her measurement is 150 feet x 30 feet x 14 feet, draft is 8 feet. The KG is at the waterline. The weight of 20 tons is shifted from forward towards the stern at a distance of 100 feet. Calculate the change of trim if the calculated MCT 1cm is 1,843 ft-tons. (Note: It should be 1inch and NOT 1cm)",1.6 inches,15.19 inches,6.7 inches ,1.09 inches,D
158,"The displacement of your ship is 8,000 tonnes on salt water. The DBT measures 20 meters long x 16 meters wide, partly loaded with salt water. Calculate the free surface effect or loss of GM.",0.073 M,0.006 M,0.061 M,0.875 M,D
159,The final inspection responsibility for seeing that a tank barge is provided with the required equipment and fittings in good and serviceable condition prior to loading cargo rests with the:,owner of the barge,charterer through the Master of the towing vessel,terminal operator,tankerman or person in charge of loading,D
160,The fittings that allows a boom to move freely both vertically and laterally is called the _______.,swivel,lizard,spider band,gooseneck,D
161,The hazard associated with static electricity during crude oil washing is called:,voltage hazard,personnel hazard,tank hazard,electrostatic hazard,D
162,The intact volume of a vessel above the waterline is called:,Buoyancy,Lost Buoyancy,Negative Buoyancy,Reserve Buoyancy,D
163,"The internal volume of a cargo hold measured from the inside of the side shell, the underside of the deck, and the tank top is known as the ________.",gross tonnage,deadweight space,measurement space,grain cubic,D
164,The label required on containers carrying barium oxide in an international shipment should read:,""spontaneously combustible"",""biomedical materials"",""radioactive"",""harmful stow away from foodstuffs" ",D
165,The lashing used on Ro-Ro vessels should be capable of with standing the forces of _______.,rolling,pitching,heaving,All of the above,D
166,The length between Perpendiculars (LBP) is the length or distance measured between the forward and after perpendiculars meausred __________.,along the center of the summer load line marking,along the statutory summer freeboard,along the statutory summer draft,along the upper edge of the summer load line,D
167,The line of the deck plates nearest to the shearstrake is the ____.,A- strake plating,garboard strake,tank top plating,stringer plate,D
168,The liquid mud tanks on your vessel measures 20 x 18 x 7. The vessels displacement is 986 tons and the specific gravity of the mud is 1.6. What is the reduction of GM due to 2 of these tanks being slack?, 0.09,1.35 ,0.45,0.88,D
169,The lowest temperature to which air can be cooled without condensation of its water vapor:,Pour Point Temperature,Relative Humidity Temperature,Absolute Humidity,Dewpoint,D
170,The maximum length allowed between main transverse bulkheads on a vessel is referred to as the:,floodable length,compartment standard,factor of subdivision,permissible length,D
171,The maximum permissible weight of a container and its contents is called.,gross weight,The weight of the cargo it can carry,The weight of the empty container,container rating,D
172,The mean load draft of the vessel is 9.4 m in salt water. What should be her draft between loading in dock water of density 1008 kg/cubic meter?,9.60 m,9.06 m,9.50 m,9.56 m,D
173,The most likely location for a liquid cargo fire to occur on a tanker would be __________.,in the amidships house,at the main deck manifold,at the vent header,in the pump room,D
174,The objective of shoring a damaged bulkhead is to _____________.,support the damaged area by pushing it against,force the bulged or deformed sections back into place,withstand subsequent additional damage,support and hold the area by distributing the pressure ,D
175,The owner of every ship shall provide information relating to the stability of the ship. The information shall be _________.,"in the form of a sample loading and discharging plans for all stages, full, 75%, half, ballast and empty condition",encoded in the ships computer data bank which can be retreived anytime if needed by the officers,"in full satisfaction to the country where the vessel is registered, together with the Port State Control",in the form of a book which shall be kept on the ship at all times in the custody of the master,D
176,The primary objective of a Ro-Ro vessel is to __________.,transfer containers without chassis,vapor pressure of the refrigerant at saturation temperature,be loaded full and down to her marks,transport vehicles,D
177,The proper method of lashing cars is to ____________,"weigh the body supports, brakes on engine gear, wheels lashed ","lash the body unit, brakes engaged, wheels choked","apply brakes on engine gear, wheels choked, body unit lashed","support the weight of the body, brakes on engine gear, wheels lashed ",D
178,The securing of passenger cars on a Ro-Ro vessel requires _________.,simple and lighweight equipment,low labor intensive equipment,specially designed equipment to void vehicle damage,All of the above,D
179,The ship will be loaded to the appropriate load line when the waterline is level with the _____________.,application of burn off as well as dock water allowance all the time,application of freshwater allowance especially in seawater,allowance provided for bunker and water consumption always,top edge of the mark concerned when floating in salt water,D
180,The smallest size of flaw that can be detected on a radiograph examination of a weld will be indicated by the:,time of exposure, film speed,exposure reading,penetrometer,D
181,The tail end shaft may then be withdrawn into the tunnel and the propeller can then be removed from the aperture. Withdrawal of the tail end shaft is generally required every ________.,2.5 years,three years,six years,five years,D
182,"The total weight of the bulk grain shall not exceed __________ of the deadweight of the ship if she has no Document of Autorization under the provision of the International Grain Code (IG Code), Regulation 9.",one fourth,one half,one fifth,one third,D
183,"The true mean draft of the vessel is 5.278 m, LBP 148 m and LCF 65 m FOAP. Find the draft aft if the trim is 1.28 m by the stern.",5.743 m,5.804 m,5.904,5.840 m,D
184,The used of liners in riveted construction is eliminated by using:,belted construction, lapped construction,strapped construction,joggled construction,D
185,"The VCG of a cargo is 10 feet weighing 10,000 tons are loaded in your ship. KG at this time is 28 feet, displacement of your vessel is 16,000 tons. Find the new KG after loading this cargo.",26.08 ft.,27.08 ft.,25.08 ft.,21.08 ft.,D
