FUNCTION 3: CONTROLLING OF OPERATION OF THE SHIP ANDCARE FOR PERSONS ON BOARD AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
173,"If the result of loading a vessel is an increase in the height of the center of gravity, there will always be an increase in the:",metacentric height,righting arm,righting moment,vertical moments,D
174,"If the tanks are almost full or almost empty, ______________ will occur almost immediately, eliminating free surface effects even on initial stability",Bubbling,Sloshing,Shifting,Pocketing,D
175,"If there are multiple accident victims, which injuries should be the first to receive emergency treatment?",Major multiple fractures,Eye injuries,Back injuries with spinal cord damage,Airway and breathing difficulties,D
176,"If there is a big open wound after an accident, the signs that will be observed to the victim if there is an excessive blood loss are the following:I. weakness or faintingII. short of breathIII. irregular heart beats",I only,II only,I and II,"I, II and III",D
177,"If there is an accident, indicating the presence of pulse beat, the effective way of artificial respiration that can be conducted to a victim are:",silvester method,mouth to mouth,mouth to nose ,all of the choices,D
178,"If vomiting occurs during a resuscitation effort, the best immediate procedure to follow is:",ignore it and continue mouth-to- mouth ventilation,"pause for a moment until the patient appears quiet again, then resume mouth-to-mouth ventilation",switch to mouth-to- mouth ventilation,"turn the patients body to the side, sweep out the mouth and resume CPR",D
179,"If you find an inflatable liferaft container with the steel bands still in place around its case, you should __________.",tell the Mate,remove the bands yourself,tell the Master,leave the bands in place,D
180,"If you must land on a beach with an oar-propelled lifeboat through a heavy surf, the recommended method is to __________.",head directly into the beach by staying between the crests of the waves,ride in on the back of a large breaker,"keep the bow directly in toward the beach, and tow the sea anchor off the stern","keep the bow into the seas with the sea anchor out over the bow, and row to meet the breaking waves",D
181,"If you reach shore in a liferaft, the first thing to do is __________.",set the raft back out to sea so someone may spot it,find some wood for a fire,get the provisions out of the raft,drag the raft ashore and lash it down for a shelter,D
182,"If your liferaft is to leeward of a fire on the water, you should FIRST __________.",paddle away from the fire,get out of the raft and swim to safety,splash water over the liferaft to cool it,cut the line to the sea anchor,D
183,"In a fixed CO2 extinguishing system where provision is made for the release of CO2 by operation of a remote control, provision shall also be made for releasing the CO2:",from inside the engine room,from the bridge,from the cargo control station,at the cylinder location,D
184,"In a longitudinally framed vessel, the longitudinal frames are held in place in a place and supported by athwartship members called:",Margin plates,Web frames,Stringers,Floors,D
185,"In accordance to SOLAS II, Regulation 43, an emergency source of power can support one of the fire pumps for a period of:",6 hrs,24 hrs,12 hrs,18 hrs,D
186,"In accordance with MARPOL 73/78 Annex VI, which of the listed substances is prohibited from being burned in a shipboard incinerator? ",Refined petroleum products containing detergent additives.,Garbage containing trace amounts of heavy metals.,Oil residue and sewage waste sludges.,Refined petroleum products containing halogen compounds.,D
187,"In accordance with SOLAS, stability information required to be available to the Master shall include which of the following? ",Curves indicating speed of advance for varying loads and sea conditions,The vessel's original stability letter issued by the contracting government,Curves of minimal allowable vertical center of gravity,Instructions for the operation of cross flooding arrangements,D
188,"In accordance with the Federal regulations in 33CFR Subchapter O, continuing violations of The Federal Water Pollution Control Act and international MARPOL regulations may constitute separate violations subject to civil penalties. Which of the following statements is TRUE? ",Each week of a continuing violation constitutes a separate violation.,Each month of a continuing violation constitutes a separate violation.,Each hour of a continuing violation constitutes a separate violation.,Each day of a continuing violation constitutes a separate violation.,D
189,"In an open lifeboat, the lifeboat compass is usually __________.",clamped to any position convenient for the coxswain to see it,mounted in the center of the boat to eliminate deviation,permanently mounted on the lifeboat's centerline,placed in a fixed bracket when being used,D
190,"In any major personal injury, first aid is to include the treatment of the injury and what additional treatment?",Application of CPR,Removal of any foreign objects,Administration of oxygen,Treatment for traumatic shock,D
191,"In cargo ships, emergency lighting shall be provided at every muster and embarkation stations capable of operating up to:",12 hours,6 hours,9 hours,3 hours,D
192,"In case each hydrant is not fitted with hose and nozzles, what is the requirement:",Complete interchangeability of hose couplings and nozzles,Hoses and nozzles for each hydrant to be available at the fire stations,"At each fire station, sufficient number of hoses with nozzles for the hydrants in the area shall be available",Hoses with fixed nozzles to be kept ready for use in conspicuous positions near the hydrants,D
193,"In controlling pollution, which action should be taken after all dirty ballast has been transferred to the slop tank and prior to discharge through the oily water separator?",The dirty ballast tank is crude oil washed.,The clean tanks should be ballasted.,Chemicals should be added to emulsify the oil.,The slops should be allowed time to settle.,D
194,In general how often are sanitary inspections of passenger and crew quarters made aboard passenger vessels in river service:,Once each month,Once each trip,Once each day,Once each week,D
195,In general on what does the position of the center of buoyancy depends:,Freeboard,Depth,Length,Draft,D
196,"In order to assess each cadet in the performance of a practical demonstration, the assessor should __________.",sign off the remaining half of all skills to be demonstrated based upon the success of the first half of the skill demonstration,create a unique set of subjective questions for each cadet,"evaluate according to their discretion, simply by their ability to "tell" when a candidate is performing well",refer to a checklist that represents the skill process as required on board the vessel,D
