FUNCTION 1: NAVIGATION AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
162,"In a sector search, all turns are to starboard and with how many degree of turn each?",150 degrees,90 degrees,130 degrees,120 degrees,D
163,"In a set of code Flags, how many substitute are there?",5,2,4,3,D
164,"In a weather report, the term "visibility" expresses:","how far you can see with the "naked eye"",how far you can see with a telescope or binoculars,how well you can identify an object at night,the distance in miles at which prominent objects are identifiable,D
165,"In ARPA, what is the IMO requirements to acquisition?",No special requirement,Acquisition should be done manually,Acquisition should be done automatic,Acquisition can be manual or automatic.,D
166,"In Automatic Radar Plotting Aids (ARPA), how are small targets detected?",By switching the Automatic Acquisition Mode (AAM) to “ON” thereby acquiring all targets instantly regardless of shape and sizes,By switching the Outer Guard Zone at 12 mile range to have a maximum detection capability,By switching the Inner Guard Zone only at 6 mile range to have a maximum detection capability,By switching the Guard Zones to “ON” (Inner and Outer),D
167,"In case of AIS overload, what can you expect?",AIS will shut down,AIS will “freeze”,Close targets drop out,Targets far away drop out,D
168,In digital charts the data quality is reflected in the ______________.,Vector Chart data,Raster Navigation chart,VDR,Zones of Confidence,D
169,"In general, any tornado over a body of water is called:",twister,willy-willy,whirlpool,waterspout,D
170,"In low latitudes, a last quarter moon will always rise at about what time of the day?",Sunrise,1200 LMT,Sunset,2400 LMT,D
171,"In making special rules, an appropriate authority for roadsteads, harbors, rivers, lakes or inland waterways connected with the high seas and navigable by seagoing vessels, shall:",be initially approved by local authorities,have these approved by the IMO,have their areas of jurisdiction delineated on the appropriate nautical chart,conform as closely as possible to the Rules of the Road,D
172,"In Meteorology, fog associated with frontal zones and frontal passages is called a/an:",frost smoke,advection Fog,monsoon Fog,frontal Fog,D
173,"In Meteorology, it is a ring of cumulonimbus clouds that encircles the eye of a tropical cyclone.",Halo,Cloud rings,Vortex,Eye wall,D
174,"In Meteorology, it is usually the "eye of the storm", that is the roughly circular area of comparatively light winds found at the center of a severe tropical cyclone.",Eye wall,Vertex,Bar of the storm,Vortex,D
175,In North America the majority of the weather systems move from:,north to south,south to north,east to west,west to east,D
176,"In operating ARPA, what does manual acquisition mean?",The operator select an area of interest and targets inside the area is acquired.,The operator acquires each target twice.,"The operator select an area of no interest, and targets outside the area is automatically acquired.",The operator must select and acquire target manually.,D
177,"In order to insure that the racon signal is visible on your 3 cm radar, the ________.",10 cm radar should bee placed on standby or turned off,gain control should be turned to maximum,"radar should be stabilized, head up","rain clutter control should be off but, if necessary, may be on low",D
178,"In racetrack turn , to recover a man overboard, the vessel is steadied for the SECOND time after a turn of, how many degrees from the original heading?",60 degrees,135 degrees,180 degrees,360 degrees,D
179,"In RADAR operation, the 8-mm radar uses which of the following band?",S-band,L-band,K-band,Q-Band,D
180,"In Rule 9 of the Navigation Rules, a vessel shall not cross a narrow channel or fairway if:",all of the choices ,fishing vessel engaged in trawling,fishing vessel engaged in fishing,such crossing impedes the passage of another vessel which can only safely navigate within the channel or fairway,D
181,"In shiphandling, there are four motions that are being dealt simultaneously. Which of the listed are these? ","Pivotal, lateral, relative and horizontal motions","Lateral motion and relative motion, horizontal and vertical motions","Horizontal, pivot, momentum and resultant motions","Longitudinal and rotational motions, lateral and relative motions",D
182,"In the Beaufort Scale of Wind Force, which of the following descriptive term is NOT included?",Light Air,Moderate breeze,Gale,Very Strong Storm,D
183,"In the compressor, the temperature and pressure of the vapour are raised by:",condensation ,evaporation ,expansion,compression,D
184,"In the Navigation Rules, if a vessel is being propelled by sail and by engines, it is considered as: ",a sail vessel,"a "special circumstance" vessel",not covered under any category,a power-driven vessel,D
185,"In the Northern Hemisphere, the right half of the storm is known as the dangerous semicircle because:",the wind speed is greater here since the wind is traveling in the same general direction as the storm's track,the direction of the wind and seas might carry a vessel into the path of the storm,the seas are higher because of greater wind speed,all of the choices,D
186,"In the operation of ARPA, what does the "flashing triangle" apex pointing down signify?",Target on collision,Data requirement,Lost target,New target of target entering guard zone,D
187,"In very high latitudes, what is the most practical chart projection?",Mercator,Gnomonic,Azimuthal,Lambert conformal,D
188,In what direction does the axis of the gyro-compass wheel point?,Compass North,North relative,Magnetic North,True North,D
